11,0.301511
17,0.242536
23,0.208514
29,0.185695
41,0.156174
47,0.145865
53,0.137361
59,0.130189
71,0.118678
83,0.109764
89,0.106
101,0.0995037
107,0.0966736
113,0.0940721
131,0.0873704
137,0.0854358
149,0.0819232
167,0.0773823
173,0.0760286
179,0.0747435
191,0.0723575
197,0.071247
227,0.0663723
233,0.0655122
239,0.0646846
251,0.0631194
257,0.0623783
263,0.0616626
269,0.0609711
281,0.059655
293,0.0584206
311,0.0567048
317,0.0561656
347,0.0536828
353,0.0532246
359,0.052778
383,0.0510976
389,0.050702
401,0.0499376
419,0.0488532
431,0.0481683
443,0.0475114
449,0.0471929
461,0.0465746
467,0.0462745
479,0.0456912
491,0.0451294
503,0.0445878
509,0.0443242
521,0.0438108
557,0.0423714
563,0.042145
569,0.0419222
587,0.0412744
593,0.0410651
599,0.0408589
617,0.0402585
641,0.0394976
647,0.0393141
653,0.039133
659,0.0389545
677,0.0384331
683,0.0382639
701,0.0377695
719,0.0372937
743,0.0366864
761,0.03625
773,0.0359675
797,0.0354218
809,0.0351581
821,0.0349002
827,0.0347734
839,0.0345238
857,0.0341593
863,0.0340404
881,0.0336909
887,0.0335767
911,0.0331315
929,0.0328089
941,0.0325991
947,0.0324956
953,0.0323932
971,0.0320915
977,0.0319928
983,0.031895
1013,0.0314192
1019,0.0313266
1031,0.0311437
1049,0.0308754
1061,0.0307003
1091,0.0302752
1097,0.0301923
1103,0.0301101
1109,0.0300285
1151,0.0294756
1163,0.0293231
1181,0.0290988
1187,0.0290252
1193,0.0289521
1217,0.0286652
1223,0.0285948
1229,0.0285249
1259,0.028183
1277,0.0279837
1283,0.0279182
1289,0.0278531
1301,0.0277243
1307,0.0276606
1319,0.0275345
1361,0.0271063
1367,0.0270468
1373,0.0269876
1409,0.0266406
1427,0.0264721
1433,0.0264166
1439,0.0263615
1451,0.0262522
1481,0.025985
1487,0.0259325
1493,0.0258803
1499,0.0258285
1511,0.0257257
1523,0.0256242
1553,0.0253755
1559,0.0253266
1571,0.0252297
1583,0.0251339
1601,0.0249922
1607,0.0249455
1613,0.0248991
1619,0.0248529
1637,0.0247159
1667,0.0244924
1697,0.024275
1709,0.0241896
1721,0.0241051
1733,0.0240215
1787,0.0236558
1811,0.0234985
1823,0.0234211
1847,0.0232684
1871,0.0231187
1877,0.0230817
1889,0.0230083
1901,0.0229355
1907,0.0228994
1913,0.0228635
1931,0.0227567
1949,0.0226513
1973,0.0225132
1979,0.022479
1997,0.0223775
2003,0.0223439
2027,0.0222113
2039,0.0221458
2063,0.0220166
2069,0.0219847
2081,0.0219212
2087,0.0218896
2099,0.021827
2111,0.0217649
2129,0.0216727
2141,0.0216118
2153,0.0215515
2207,0.0212862
2213,0.0212574
2237,0.021143
2243,0.0211147
2267,0.0210027
2273,0.0209749
2297,0.0208651
2309,0.0208108
2333,0.0207034
2339,0.0206769
