2,-0.707107,,
3,-1.73205,,
5,1.78885,,
7,-0.755929,,
11,-2.19281,,
13,0.320019,,
17,-0.699073,,
19,-0.724471,,
23,-0.0997243,,
29,-0.40981,,
31,-2.23058,,
37,-1.33296,,
41,0.655168,,
43,0.297904,,
47,1.27244,,
53,-0.764554,,
59,-0.403806,,
61,2.64889,,
67,0.492325,,
71,0.317589,,
73,-1.66744,,
79,0.600996,,
83,-0.194402,,
89,-0.658628,,
97,-0.656311,,
103,0.0765304,,
107,-0.759837,,
109,0.471883,,
113,-1.40525,,
127,-1.35689,,
131,0.58825,,
137,-0.0710925,,
139,-0.600445,,
149,0.125909,,
157,0.399043,,
163,0.301291,,
167,-0.387838,,
173,-1.01254,,
179,0.882307,,
181,-0.473491,,
191,2.47834,,
193,-0.323731,,
197,0.347917,,
199,-1.20332,,
211,-1.25712,,
223,0.345936,,
227,0.499985,,
229,0.282796,,
233,-0.0157454,,
239,0.926695,,
241,0.88204,,
257,0.262377,,
263,-0.381464,,
269,1.24095,,
271,-0.100421,,
277,0.00542276,,
281,0.480212,,
283,-0.100403,,
293,1.53249,,
307,0.178841,,
311,-1.13592,,
313,-0.974983,,
317,1.28242,,
331,0.471437,,
337,-1.32822,,
347,2.07971,,
349,-0.0197857,,
353,-2.49055,,
359,-0.180092,,
367,-1.48093,,
373,-2.41649,,
379,-0.86022,,
383,-0.966852,,
389,-0.573624,,
397,0.933735,,
409,0.753067,,
419,-0.170228,,
431,2.05492,,
433,0.626516,,
439,-0.445746,,
443,0.00707845,,
449,-1.51963,,
457,0.450379,,
461,0.468676,,
463,0.44627,,
467,-0.22513,,
479,0.740788,,
487,0.253462,,
491,0.832917,,
499,-0.672389,,
503,0.186418,,
509,0.944132,,
521,0.679193,,
523,-0.147066,,
541,-0.19502,,
547,0.80347,,
557,-1.23478,,
563,1.35695,,
569,1.77281,,
571,-1.33593,,
577,-0.0451659,,
587,-0.085713,,
593,-1.11568,,
599,0.912538,,
601,0.378724,,
607,-1.80403,,
613,0.108848,,
617,-0.609619,,
619,2.6079,,
631,0.437146,,
641,0.337239,,
643,1.31213,,
647,1.25927,,
653,-0.120995,,
659,0.359516,,
661,-0.23096,,
673,0.930974,,
677,0.248311,,
683,-0.637994,,
691,0.930785,,
701,1.30652,,
709,-0.809701,,
713,-0.531595,,
719,-1.33365,,
727,0.0573919,,
733,0.202366,,
739,-0.470647,,
743,1.07117,,
751,-1.23723,,
757,0.584027,,
761,-1.22011,,
769,0.784337,,
773,0.149593,,
787,-1.80396,,
797,0.382707,,
809,-0.100085,,
811,0.493079,,
821,1.45561,,
823,1.22841,,
827,2.05718,,
829,-1.38875,,
839,2.09962,,
853,1.47109,,
857,-0.565841,,
859,-1.31803,,
863,0.223452,,
877,1.0724,,
881,0.135949,,
883,-0.00983283,,
887,-0.0198356,,
907,-0.646041,,
911,0.965068,,
919,0.213177,,
929,-0.559341,,
937,1.69957,,
941,-1.60744,,
947,2.22484,,
953,0.177296,,
967,0.155801,,
971,-0.267903,,
977,1.71589,,
983,1.21101,,
991,1.60372,,
997,-0.205142,,
1009,-0.693777,,
1013,-0.366082,,
1019,-0.15528,,
1021,-0.588982,,
1031,1.76622,,
1033,-2.84254,,
1039,-0.167211,,
1049,0.775946,,
1051,2.52908,,
1061,-1.03739,,
1063,-0.709077,,
1069,-0.987796,,
1087,-2.74248,,
1091,-1.24817,,
1093,-0.49218,,
1097,-0.830551,,
1103,-1.5446,,
1109,2.04987,,
1117,0.667714,,
1123,2.63175,,
1129,1.04689,,
1151,-0.043253,,
1153,-0.607697,,
1163,0.122764,,
1171,0.17349,,
1181,1.04487,,
1187,-0.480932,,
1193,0.279134,,
1213,2.06284,,
1217,0.533215,,
1223,-0.591232,,
1229,-0.0438666,,
1231,1.68345,,
1237,-1.89978,,
1249,1.56371,,
1259,-0.399084,,
1277,-1.49558,,
1279,-1.6328,,
1283,-0.447844,,
1289,1.54147,,
1291,0.844,,
1297,1.57825,,
1301,0.0631416,,
1303,-0.510115,,
1307,0.153012,,
1319,1.11211,,
1321,0.756866,,
1327,-0.515081,,
1361,-0.807992,,
1367,0.980392,,
1373,0.0241965,,
1381,-0.960806,,
1399,-1.58711,,
1409,-0.808181,,
1423,-1.81968,,
1427,1.77215,,
1429,-2.06715,,
1433,-0.195682,,
1439,-0.406945,,
1447,0.215413,,
1451,-0.429498,,
1453,-0.17667,,
1459,0.082865,,
1471,-0.613863,,
1481,1.66916,,
1483,-0.587621,,
1487,0.972443,,
1489,0.0370017,,
1493,0.259549,,
1499,1.22442,,
1511,0.952635,,
1523,-0.138048,,
1531,0.174109,,
1543,1.84807,,
1549,-0.814277,,
1559,1.14386,,
1567,0.0852649,,
1571,-0.489851,,
1579,-0.833448,,
1583,1.10149,,
1597,0.668269,,
1601,-0.0445676,,
1607,-0.386492,,
1609,1.39093,,
1613,1.20009,,
1619,-1.36691,,
1621,-0.625627,,
1627,-1.64149,,
1637,-0.34649,,
1657,-0.522429,,
1663,-1.69991,,
1667,0.289237,,
1669,0.511232,,
1693,0.293481,,
1697,-0.146494,,
1699,-0.743643,,
1709,1.7321,,
1721,-0.649928,,
1723,-0.167002,,
1733,-0.363802,,
1741,2.2853,,
1747,-0.528694,,
1753,0.267712,,
1759,-1.26615,,
1777,-0.585261,,
1783,-0.2273,,
1787,-0.661992,,
1789,0.383039,,
1801,-0.886719,,
1811,-0.0364091,,
1823,-0.807648,,
1831,-0.303285,,
1847,0.652561,,
1861,-0.477627,,
1867,0.237806,,
1871,-0.163338,,
1873,-1.2557,,
1877,0.348574,,
1879,1.07496,,
1889,0.0314126,,
1901,-0.86582,,
1907,-0.0804062,,
1913,0.333582,,
1931,-0.615055,,
1933,1.04482,,
1949,0.139604,,
1951,2.57949,,
1973,0.0435201,,
1979,1.31379,,
1987,-2.23088,,
1993,-0.163655,,
1997,-0.345075,,
1999,0.480545,,
2003,0.380695,,
2011,-0.76999,,
2017,1.50839,,
2027,0.990072,,
2029,-2.29858,,
2039,1.32731,,
2053,0.0176303,,
2063,0.482348,,
2069,0.961704,,
2081,-0.297932,,
2083,-0.506554,,
2087,-0.0793041,,
2089,-0.71688,,
2099,-1.88932,,
2111,-0.0689032,,
2113,-0.657599,,
2129,-0.000722761,,
2131,1.41115,,
2137,1.80965,,
2141,1.3495,,
2143,-1.22854,,
2153,1.81203,,
2161,1.13224,,
2179,1.55521,,
2203,0.28702,,
2207,1.4496,,
2213,1.88858,,
2221,0.0386357,,
2237,-0.205703,,
2239,-0.990154,,
2243,-0.873413,,
2267,-0.44881,,
2269,-1.15495,,
2273,-0.387404,,
2281,-0.183146,,
2287,1.84637,,
2293,0.601661,,
2297,-1.11232,,
2309,0.889275,,
2311,0.461572,,
2333,0.0913951,,
2339,-2.42613,,
2341,-0.428114,,
2347,-1.01406,,
2351,0.339687,,
2357,0.287574,,
2371,0.808153,,
2377,-0.77253,,
2381,0.116472,,
2383,-2.41825,,
2389,-0.302471,,
2393,0.948237,,
2399,0.223349,,
2411,0.406513,,
2417,-0.0919993,,
2423,0.317214,,
2437,-0.619958,,
2441,0.419175,,
2447,-0.716272,,
2459,0.462367,,
2467,0.518659,,
2473,0.379743,,
2477,0.610461,,
2503,0.148772,,
2521,-0.253851,,
2531,-0.117362,,
2539,-1.70277,,
2543,-0.439641,,
2549,0.369577,,
2551,-2.5602,,
2557,0.880307,,
2579,0.367927,,
2591,0.880202,,
2593,0.692816,,
2609,-1.7381,,
2617,-0.305572,,
2621,0.475116,,
2633,1.41291,,
2647,-0.0189227,,
2657,0.742929,,
2659,-1.05586,,
2663,-1.92946,,
2671,-0.49861,,
2677,0.52699,,
2683,1.06713,,
2687,1.75429,,
2689,1.00611,,
2693,0.864817,,
2699,1.24087,,
2707,0.0802814,,
2711,0.138791,,
2713,0.590288,,
2719,1.08813,,
2729,-0.632459,,
2731,-0.520413,,
2741,0.122087,,
2749,-0.424817,,
2753,-0.139719,,
2767,-0.281064,,
2777,0.286428,,
2789,-0.547526,,
2791,-0.848636,,
2797,-0.997722,,
2801,-1.59631,,
2803,0.0689285,,
2819,-1.26747,,
2833,0.172837,,
2837,-0.718642,,
2843,-1.16088,,
2851,-1.08434,,
2857,-0.179642,,
2861,0.782813,,
2879,0.960534,,
2887,-0.601144,,
2897,0.472803,,
2903,-0.837729,,
2909,0.772919,,
2917,0.959002,,
2927,-0.204874,,
2939,-0.66463,,
2953,-0.379808,,
2957,0.247312,,
2963,1.35229,,
2969,0.0364268,,
2971,-0.941121,,
2999,-0.272062,,
3011,-0.110385,,
3019,-2.07868,,
3023,1.32261,,
3037,0.361441,,
3041,0.250488,,
3049,-1.46914,,
3061,-0.701395,,
3067,-0.57241,,
3079,-0.738783,,
3083,0.633761,,
3089,-0.21379,,
3109,1.66784,,
3119,1.61203,,
3121,-0.511466,,
3137,1.24625,,
3163,0.349139,,
3167,-0.398078,,
3169,-0.13872,,
3181,-1.24592,,
3187,0.766074,,
3191,0.736929,,
3203,-0.138834,,
3209,-0.976882,,
3217,-0.950835,,
3221,-1.10612,,
3229,-0.601061,,
3253,0.166071,,
3257,-0.232164,,
3259,0.87046,,
3271,-0.163029,,
3299,-0.422478,,
3301,1.63665,,
3307,0.650714,,
3313,-0.177784,,
3319,-1.69376,,
3323,0.70938,,
3329,1.36554,,
3331,-0.572349,,
3343,-0.691352,,
3347,1.28613,,
3359,-1.12352,,
3361,-0.245536,,
3371,-1.2182,,
3373,0.35475,,
3389,0.186101,,
3391,0.108115,,
3407,0.0705202,,
3413,1.4962,,
3433,-0.544163,,
3449,-0.257251,,
3457,0.178187,,
3461,1.44446,,
3463,-0.554493,,
3467,0.456248,,
3469,-0.307594,,
3491,-0.233137,,
3499,-0.164422,,
3511,-1.04762,,
3517,0.615319,,
3527,-1.21751,,
3529,1.67123,,
3533,2.20939,,
3539,0.88814,,
3541,-1.97123,,
3547,0.181971,,
3557,0.812533,,
3559,0.743447,,
3571,-0.190149,,
3581,0.323787,,
3583,-0.192244,,
3593,-1.33068,,
3607,0.197512,,
3613,-0.713318,,
3617,-2.49293,,
3623,0.487827,,
3631,-0.431955,,
3637,-1.00955,,
3643,-1.39151,,
3659,-0.701242,,
3671,-0.243569,,
3673,0.271034,,
3677,0.17569,,
3691,-1.7214,,
3697,-1.06361,,
3701,0.467246,,
3709,-1.78643,,
3719,-0.531751,,
3727,-0.255087,,
3733,-1.11761,,
3739,0.639584,,
3761,-1.77257,,
3767,0.188107,,
3769,-0.120724,,
3779,1.59248,,
3793,-1.5753,,
3797,-0.0744239,,
3803,0.972036,,
3821,0.0352467,,
3823,-0.367154,,
3833,0.766071,,
3847,-0.0322329,,
3851,-0.795249,,
3853,-0.31926,,
3863,0.421563,,
3877,0.0206956,,
3881,-0.765531,,
3889,1.0563,,
3907,0.472297,,
3911,0.130547,,
3917,-1.42871,,
3919,-0.861766,,
3923,0.0589591,,
3929,1.26352,,
3931,-0.762588,,
3943,-0.853619,,
3947,-0.0787068,,
3967,1.17469,,
3989,-0.536673,,
4003,0.581932,,
4007,1.47031,,
